       actor_loss  value_loss  advantages
83887         0.3        11.2        -0.8
83888         0.3        12.0        -0.8
83889         0.2        63.4         0.4
83890         0.3         7.7        -0.2
83891         0.3         8.7        -0.5
83892         0.2       229.0         2.7
83893         0.3         8.3        -0.4
83894         0.1        79.3         0.3
83895         0.2       152.7         0.8
83896         0.1        93.1         0.7
83897         0.2       176.5         2.1
83898         0.3         7.0        -0.9
83899         0.3         5.1        -0.6
83900         0.1        73.3         0.5
83901         0.1        69.4         0.7
83902         0.1        74.1         0.4
83903         0.1        49.0        -0.0
83904         0.2       150.2        -0.3
83905         0.3        12.5        -1.8
83906         0.2       292.4         1.6
83907         0.1       104.9        -0.9
83908         0.2       166.9         1.3
83909         0.2       450.1         3.9
83910         0.1       131.4        -0.7
83911         0.2        70.9        -1.4
83912         0.2        64.3        -1.9
83913         0.1       225.8         0.8
83914         0.1       171.1        -1.0
83915         0.2       306.4         1.4
83916         0.2       200.7         0.5
83917         0.1       120.4        -1.2
83918         0.1       190.6        -0.3
83919         0.2       184.7        -1.1
83920         0.2       128.8        -1.1
83921         0.2       136.2        -0.7
83922         0.2       235.7         1.0
83923         0.3        19.5        -2.7
83924         0.3        29.4        -3.2
83925         0.1       137.9        -1.3
83926         0.1       132.7         0.1
83927         0.2        79.6        -0.3
83928         0.2       240.8         1.9
83929         0.2       177.8        -0.3
83930         0.3        17.9        -0.9
83931         0.2       327.0         2.6
83932         0.2       252.9         2.0
83933         0.2       124.0         0.1
83934         0.2       109.9         0.9
83935         0.3        13.1        -1.1
83936         0.1       103.5         0.5
83937         0.3        12.1        -0.7
83938         0.2       531.2         5.5
83939         0.2       187.1         0.7
83940         0.3         8.0        -0.5
83941         0.2       115.7         0.1
83942         0.2       137.0        -0.6
83943         0.1       174.3         0.9
83944         0.2        84.7        -1.9
83945         0.2       281.1         2.2
83946         0.2       301.6         2.2
83947         0.2        97.5        -0.6
83948         0.3        22.2        -3.0
83949         0.2       142.7        -0.5
83950         0.2       151.6        -0.7
83951         0.2       161.0         0.0
83952         0.2       141.0         0.3
83953         0.2        75.0        -1.3
83954         0.2       148.6        -0.9
83955         0.2       126.8        -1.8
83956         0.2       124.1        -0.9
83957         0.2        67.0        -1.4
83958         0.2       205.1         1.5
83959         0.2       162.8         1.1
83960         0.2       146.1         0.5
83961         0.2       175.5         0.3
83962         0.2        97.6        -0.4
83963         0.2       128.9         0.3
83964         0.3        15.5        -1.4
83965         0.2        91.3         0.7
83966         0.2       231.6         2.5
83967         0.2        73.5        -0.1
83968         0.3        14.3        -1.0
83969         0.3        11.5        -0.7
83970         0.2        97.4        -0.4
83971         0.2        86.0         0.0
83972         0.2        93.1         1.2
83973         0.2       151.5         1.6
83974         0.3        14.4        -1.1
83975         0.2       239.3         1.5
83976         0.3        16.5        -2.0
83977         0.2       400.7         5.4
83978         0.2        67.6        -0.5
83979         0.2       223.5         2.4
83980         0.2       209.1         1.9
83981         0.2        48.7        -0.7
83982         0.2        64.2        -1.0
83983         0.2        48.8        -1.1
83984         0.2       127.7        -1.8
83985         0.2        49.3        -0.9
83986         0.1        96.5        -1.2
83987         0.2       166.9         0.9
83988         0.2       271.6         1.8
83989         0.2       186.1         1.5
83990         0.2       213.9         0.7
83991         0.3        15.1        -1.3
83992         0.2       160.6        -0.3
83993         0.1       197.6         0.6
83994         0.2       215.0         0.5
83995         0.2       301.9         2.5
83996         0.2        60.3        -1.8
83997         0.2        64.0        -2.1
83998         0.2       181.1         0.7
83999         0.2       175.2        -0.3
84000         0.2        98.9        -1.0
84001         0.2       243.4         0.9
84002         0.2        96.7        -1.8
84003         0.1       120.8        -0.5
84004         0.2        85.3        -1.7
84005         0.2       181.5         0.2
84006         0.2       157.2        -0.2
84007         0.1        96.5        -0.5
84008         0.2       212.8         1.1
84009         0.1        89.9         0.2
84010         0.3        17.1        -2.2
84011         0.3        13.5        -1.9
84012         0.1       109.5        -0.6
84013         0.3        11.3        -1.3
84014         0.2        58.4        -0.1
84015         0.3        10.7        -0.7
84016         0.1       101.2         1.0
84017         0.2       158.5         1.9
84018         0.3         8.8         0.5
84019         0.2        59.6        -0.1
84020         0.2        66.1         0.5
84021         0.3         8.7        -0.8
84022         0.2       103.0         1.3
84023         0.3        10.0        -1.0
84024         0.2       158.5         2.4
84025         0.3         7.8         0.0
84026         0.2       270.9         3.8
84027         0.2        97.4         0.4
84028         0.2        84.9        -0.3
84029         0.2        61.7         0.0
84030         0.2        64.2        -0.3
84031         0.3        11.7        -1.4
84032         0.2       210.5         2.3
84033         0.2        51.7        -0.9
84034         0.2        94.0        -0.7
84035         0.3        20.6        -2.5
84036         0.2        65.6        -0.6
84037         0.2       193.2         1.5
84038         0.2        69.9        -1.3
84039         0.2        92.7        -0.6
84040         0.3        10.3        -1.0
84041         0.3        15.4        -1.9
84042         0.2        76.2        -1.5
84043         0.1        83.9         0.7
84044         0.2       111.7         1.1
84045         0.3        21.0        -1.4
84046         0.2       115.1         0.4
84047         0.2       142.7         1.7
84048         0.2       102.4         0.9
84049         0.2        61.6         0.1
84050         0.2        96.3         0.2
84051         0.2        48.6        -0.1
84052         0.3        17.0        -1.3
84053         0.3        14.0        -0.8
84054         0.2       182.7         2.0
84055         0.2        76.6         1.5
84056         0.3        21.6        -1.2
84057         0.3        10.7        -0.6
84058         0.3        17.3        -1.7
84059         0.2        51.1         0.8
84060         0.2        88.9         0.5
84061         0.2        57.7        -0.4
84062         0.3        20.4        -1.9
84063         0.2        58.9         0.6
84064         0.3        14.4        -0.9
84065         0.3         9.6        -0.4
84066         0.2        59.8         0.7
84067         0.3        25.5        -1.7
84068         0.3         8.5        -0.2
84069         0.2        47.5         0.2
84070         0.2        74.6         0.6
84071         0.3        16.9        -1.4
84072         0.2       102.5         0.6
84073         0.2        73.3        -0.4
84074         0.2       222.1         2.5
84075         0.2        57.0         0.7
84076         0.3        13.1        -0.5
84077         0.3        12.0         0.4
84078         0.3        10.3        -0.3
84079         0.2       103.4         1.4
84080         0.2       163.4         2.0
84081         0.2        79.8         0.6
84082         0.2       151.9         1.2
84083         0.2        79.8        -0.3
84084         0.2        71.0         0.1
84085         0.2       110.7         0.1
84086         0.2        55.2        -1.7
84087         0.3        17.6        -1.9
84088         0.3        15.0        -2.0
84089         0.3        17.1        -1.8
84090         0.3        24.8        -2.2
84091         0.2        72.8        -0.5
84092         0.2        88.5        -0.1
84093         0.2        76.5        -0.4
84094         0.2       168.7         1.8
84095         0.2       110.8         0.7
84096         0.3         8.8        -0.9
84097         0.3         7.6        -0.1
84098         0.3         9.2        -0.9
84099         0.3         8.1        -0.6
84100         0.3         6.8         0.2
84101         0.3         7.7        -0.1
84102         0.3        11.4        -0.5
84103         0.3         6.8         0.2
84104         0.3         8.7        -0.4
84105         0.3         5.0         0.3
84106         0.3         9.6         0.0
84107         0.1        76.7         0.9
84108         0.3         7.7        -0.2
84109         0.2         6.8         0.7
84110         0.3         5.7         0.1
84111         0.3         8.2        -0.2
84112         0.3         6.6         0.5
84113         0.3        10.2        -0.4
84114         0.3         7.2        -0.3
84115         0.3         9.9        -0.9
84116         0.3         3.9         0.7
84117         0.3         6.9        -0.4
84118         0.3         8.7        -0.5
84119         0.3         7.3         0.1
84120         0.3         5.7        -0.1
84121         0.3         4.9        -0.0
84122         0.1        89.7         0.7
84123         0.3         4.9         0.0
84124         0.3         5.2        -0.5
84125         0.1        84.2         0.9
84126         0.3         6.9         0.1
84127         0.3         7.0        -0.7
84128         0.3         5.8        -0.1
84129         0.3         8.4        -0.7
84130         0.3         4.0         0.3
84131         0.3         6.8        -0.4
84132         0.1        83.7         1.1
84133         0.3         5.0         0.0
84134         0.3         5.3         0.2
84135         0.3         8.8        -0.7
84136         0.3         2.5        -0.1
84137         0.3         5.9        -0.3
84138         0.3         4.1        -0.5
84139         0.3         3.2         0.1
84140         0.3         5.2        -0.5
84141         0.3         5.9        -0.3
84142         0.3         5.8        -0.1
84143         0.3         3.5         0.1
84144         0.1        74.3         0.9
84145         0.3         6.8         0.3
84146         0.3         3.1        -0.0
84147         0.3         4.4        -0.0
84148         0.1        82.0         1.3
84149         0.3         3.7        -0.3
84150         0.3         3.9        -0.1
84151         0.3         3.5         0.2
84152         0.3         4.7         0.2
84153         0.3         5.5        -0.5
84154         0.3         3.8        -0.0
84155         0.3         5.4        -0.7
84156         0.3         4.0        -0.5
84157         0.3         5.8        -0.2
84158         0.3         3.5        -0.0
84159         0.3         3.6        -0.3
84160         0.3         2.7         0.1
84161         0.3         4.5        -0.2
84162         0.3         5.0         0.1
84163         0.3         4.2         0.3
84164         0.3         4.6        -0.1
84165         0.3         4.0         0.2
84166         0.3         6.4         0.1
84167         0.3         4.1         0.0
84168         0.3         4.5         0.6
84169         0.3         2.6        -0.0
84170         0.3         3.0         0.2
84171         0.3         4.5        -0.2
84172         0.3         3.1         0.1
84173         0.3         2.6         0.2
84174         0.3         4.5        -0.2
84175         0.3         3.3         0.1
84176         0.3         5.1         0.1
84177         0.3         2.3        -0.2
84178         0.3         4.0        -0.3
84179         0.1        83.4         1.0
84180         0.1        75.1         1.2
84181         0.3         3.7        -0.4
84182         0.3         3.3        -0.6
84183         0.3         2.9        -0.3
84184         0.3         3.9        -0.1
84185         0.1        83.8         1.2
84186         0.3         4.4        -0.1
84187         0.3         4.7        -0.2
84188         0.3         4.2        -0.2
84189         0.3         2.8        -0.2
84190         0.3         3.2        -0.0
84191         0.3         3.9        -0.5
84192         0.2       144.8         2.1
84193         0.1       136.2         2.1
84194         0.3         5.9        -0.2
84195         0.3         3.7        -0.4
84196         0.3         3.2        -0.3
84197         0.3         4.4        -0.8
84198         0.1        66.9         0.7
84199         0.3         4.5        -0.4
84200         0.3         4.6        -0.3
84201         0.3         3.5        -0.3
84202         0.3         4.3        -0.5
84203         0.3         3.5        -0.6
84204         0.3         3.5        -0.6
84205         0.3         3.8        -0.4
84206         0.3         3.3        -0.2
84207         0.3         3.2         0.0
84208         0.1        71.3         0.6
84209         0.3         4.0        -0.0
84210         0.2       123.7         1.8
84211         0.1        59.4         1.2
84212         0.1        82.8         0.8
84213         0.2       209.2         2.5
84214         0.3         3.7        -0.3
84215         0.1        71.2         0.7
84216         0.3         4.2        -1.1
84217         0.1        78.0        -0.0
84218         0.3         4.1        -0.9
84219         0.1        84.9         0.4
84220         0.1        71.5         0.2
84221         0.1       151.1         1.1
84222         0.1        78.1        -0.0
84223         0.1        58.8         0.4
84224         0.3         4.2        -1.3
84225         0.3         3.3        -0.9
84226         0.1        58.2        -0.6
84227         0.3         4.6        -1.2
84228         0.3         4.4        -1.3
84229         0.3         3.6        -0.6
84230         0.1        72.2         0.1
84231         0.3         2.5        -0.3
84232         0.1        75.7         0.4
84233         0.3         3.3        -0.4
84234         0.2       215.3         2.9
84235         0.1       141.3         1.9
84236         0.1        62.3         0.9
84237         0.3         4.1        -0.6
84238         0.1        57.6         0.4
84239         0.3         3.0        -0.5
84240         0.1        72.0         0.5
84241         0.1        73.2         0.2
84242         0.3         3.1        -0.8
84243         0.3         4.2        -1.0
84244         0.1       137.1         1.2
84245         0.1        60.7         0.1
84246         0.3         4.4        -1.0
84247         0.1       140.9         1.6
84248         0.3         3.9        -0.8
84249         0.3         3.1        -0.8
84250         0.3         3.6        -0.7
84251         0.2       128.0         1.4
84252         0.1        83.3         0.1
84253         0.3         6.0        -1.0
84254         0.3         3.5        -0.8
84255         0.1        59.0         0.6
84256         0.1        55.9         0.1
84257         0.3         3.4        -0.6
84258         0.3         3.1        -0.3
84259         0.3         4.6        -0.3
84260         0.1        74.6         0.6
84261         0.1       145.5         1.7
84262         0.3         3.6        -0.9
84263         0.1        79.5         0.7
84264         0.2       189.8         2.8
84265         0.1        75.1         0.3
84266         0.1        60.0         0.5
84267         0.3         4.8        -1.2
84268         0.3         3.9        -0.8
84269         0.1        81.0         0.1
84270         0.1        79.7         0.3
84271         0.3         6.1        -1.4
84272         0.3         4.1        -1.3
84273         0.3         2.8        -0.6
84274         0.1       121.6         0.8
84275         0.1        55.4         0.1
84276         0.3         3.5        -0.7
84277         0.3         3.2        -0.8
84278         0.1        65.6         0.3
84279         0.1        59.5         0.3
84280         0.3         3.1        -0.5
84281         0.1        58.7         0.5
84282         0.1       137.2         1.5
84283         0.3         3.9        -0.5
84284         0.1        56.8         0.7
84285         0.3         2.6        -0.5
84286         0.3         3.5        -0.5
84287         0.3         3.1        -0.2
84288         0.2       477.3         4.2
84289         0.2       216.1         2.1
84290         0.2       276.3         2.9
84291         0.2       216.1         1.7
84292         0.1       232.0         0.6
84293         0.2       278.9         1.4
84294         0.2       291.2         2.2
84295         0.3        12.5        -2.4
84296         0.2       202.6        -0.5
84297         0.1       128.2        -2.2
84298         0.2        53.2        -1.9
84299         0.2        82.4        -2.4
84300         0.1        93.3        -2.1
84301         0.1       239.6        -0.9
84302         0.1        76.9        -1.8
84303         0.2       155.9        -0.7
84304         0.1       207.0        -0.5
84305         0.2       287.9         0.8
84306         0.1       217.7         0.6
84307         0.2       161.1         0.2
84308         0.1       167.1        -0.2
84309         0.3        11.2        -1.4
84310         0.2       189.5         1.4
84311         0.1       280.8         1.4
84312         0.2       341.5         3.2
84313         0.2       247.5         1.4
84314         0.2       262.5         1.7
84315         0.1       132.4        -0.3
84316         0.3        11.9        -2.0
84317         0.2        58.8        -1.1
84318         0.2       204.7         1.2
84319         0.1       139.8        -0.5
84320         0.2       286.9         1.2
84321         0.1       108.2        -0.7
84322         0.1       111.6        -1.0
84323         0.2       559.2         4.0
84324         0.2       322.3         2.2
84325         0.1        99.3        -1.6
84326         0.2        55.7        -2.2
84327         0.2       227.2         0.7
84328         0.2       238.1         0.6
84329         0.2       400.1         1.9
84330         0.2        68.3        -1.9
84331         0.2       165.4        -0.3
84332         0.2       256.3         0.6
84333         0.1       147.8        -1.8
84334         0.2       222.3         0.2
84335         0.2       449.6         3.6
84336         0.3        20.2        -3.5
84337         0.3        15.4        -2.5
84338         0.3        17.2        -3.1
84339         0.2       184.6         0.3
84340         0.2       245.8         1.0
84341         0.3        12.7        -1.6
84342         0.1       132.3        -0.3
84343         0.2       167.6         0.6
84344         0.2       151.2         0.1
84345         0.2        55.7        -0.4
84346         0.1       174.9         0.4
84347         0.2       177.6         1.3
84348         0.2       170.8         2.0
84349         0.3         9.6        -1.0
84350         0.2       165.9         2.3
84351         0.1       106.5         0.1
84352         0.1       160.0         0.8
84353         0.1       263.8         1.9
84354         0.1       113.0        -0.5
84355         0.3        10.0        -1.2
84356         0.2        45.9        -0.7
84357         0.2       233.8         1.6
84358         0.1       136.2        -0.4
84359         0.2        80.8        -0.6
84360         0.2        84.0        -0.6
84361         0.2       232.4         2.5
84362         0.2       340.4         2.1
84363         0.3        12.0        -1.7
84364         0.3        11.0        -1.3
84365         0.2       262.4         1.5
84366         0.2       199.7         0.9
84367         0.2        67.2        -1.8
84368         0.2       193.5         1.9
84369         0.1       114.1        -0.9
84370         0.2        64.7        -0.7
84371         0.1       176.2         0.1
84372         0.2       258.1         1.7
84373         0.2       272.3         2.1
84374         0.1       182.1         0.3
84375         0.2       149.3         0.0
84376         0.2       251.7         0.8
84377         0.2       106.6        -0.5
84378         0.2       180.0         0.0
84379         0.2        57.6        -1.9
84380         0.2       301.9         2.0
84381         0.2        52.4        -2.1
84382         0.2       395.9         3.6
84383         0.2       213.2         0.2
84384         0.3        22.9        -3.8
84385         0.3        27.5        -4.0
84386         0.2       149.9        -1.6
84387         0.3        19.9        -3.3
84388         0.3        18.9        -3.1
84389         0.1        71.5        -1.2
84390         0.2        75.8        -0.6
84391         0.3        11.7        -2.1
84392         0.2       128.4         0.8
84393         0.3        11.8        -1.6
84394         0.2        85.3         0.7
84395         0.3         9.8         0.0
84396         0.3         7.6        -0.2
84397         0.1        65.3         1.2
84398         0.1        82.4         2.3
84399         0.3         8.9         0.8
84400         0.2        83.0         1.7
84401         0.2        82.1         2.0
84402         0.2        66.8         1.2
84403         0.1        83.2         2.1
84404         0.2       135.9         2.7
84405         0.2        62.9         0.9
84406         0.2       150.6         2.0
84407         0.3         7.8         0.3
84408         0.2        63.9         0.4
84409         0.3         5.7        -0.4
84410         0.3         9.7        -1.5
84411         0.3         9.4        -1.5
84412         0.3         5.9        -1.1
84413         0.3         8.7        -1.9
84414         0.1        67.8        -0.5
84415         0.3         9.3        -1.8
84416         0.3         6.6        -1.3
84417         0.1        67.5        -0.2
84418         0.3         5.9        -1.3
84419         0.3         6.5        -1.0
84420         0.3         6.4        -0.6
84421         0.3         4.9        -0.3
84422         0.1        65.0         0.1
84423         0.3         5.0        -0.3
84424         0.1       128.2         2.4
84425         0.3         5.5         0.3
84426         0.1       146.8         2.2
84427         0.3         4.9         0.6
84428         0.3         5.6         0.2
84429         0.1        70.2         0.7
84430         0.3         6.1         0.6
84431         0.2       114.3         1.9
84432         0.3         6.0         0.3
84433         0.1        59.2         0.4
84434         0.1        76.6         0.5
84435         0.1        62.6        -0.1
84436         0.1        66.2        -0.3
84437         0.1        73.1         0.1
84438         0.3         5.4        -1.0
84439         0.1        63.0         0.2
84440         0.3         5.9        -1.2
84441         0.1       135.3         0.5
84442         0.1        76.8        -0.2
84443         0.3         6.1        -1.5
84444         0.3         6.5        -1.6
84445         0.1        58.4        -0.1
84446         0.1        58.0        -0.3
84447         0.3         5.0        -1.4
84448         0.1        66.1         0.2
84449         0.1        58.5         0.4
84450         0.1        69.6        -0.1
84451         0.1        64.0         0.5
84452         0.3         3.7        -0.7
84453         0.3         4.1        -0.3
84454         0.1        59.3         0.4
84455         0.3         3.8        -0.3
84456         0.4         3.8        -0.4
84457         0.1       117.1         2.0
84458         0.3         4.9        -0.5
84459         0.3         3.7        -0.2
84460         0.1       126.0         1.0
84461         0.1        55.6         0.4
84462         0.3         4.9        -0.4
84463         0.3         3.2        -0.5
84464         0.1       122.4         1.6
84465         0.3         2.6        -0.2
84466         0.1        61.8         0.6
84467         0.1        76.7         0.0
84468         0.1        55.8         0.6
84469         0.1        67.5         0.5
84470         0.1        72.5        -0.1
84471         0.3         4.8        -1.2
84472         0.1       121.8         1.2
84473         0.3         4.3        -0.8
84474         0.3         3.6        -1.2
84475         0.3         5.1        -1.2
84476         0.3         6.1        -1.2
84477         0.3         4.5        -0.9
84478         0.1        57.2         0.4
84479         0.3         4.6        -0.7
84480         0.3         4.8        -0.2
84481         0.1        75.0         0.1
84482         0.3         7.5        -0.1
84483         0.3         2.5        -0.2
84484         0.3         7.2         0.1
84485         0.3         5.2         0.4
84486         0.3         5.7         0.1
84487         0.3         7.4         0.7
84488         0.3         4.6         0.4
84489         0.3         6.6         0.3
84490         0.3         7.7        -0.4
84491         0.3         5.0        -0.4
84492         0.3         4.7         0.2
84493         0.3         5.4        -0.3
84494         0.3         6.6        -0.2
84495         0.3         4.6         0.1
84496         0.3         6.0        -0.3
84497         0.3         6.4        -0.2
84498         0.2         8.0        -0.6
84499         0.3         4.3        -0.1
84500         0.3         6.0        -0.3
84501         0.3         2.8         0.1
84502         0.3         7.2        -0.2
84503         0.3         5.8        -0.3
84504         0.3         7.9        -0.1
84505         0.3         5.5         0.2
84506         0.3         4.7        -0.0
84507         0.3         6.1        -0.1
84508         0.3         3.8        -0.1
84509         0.3         6.0         0.0
84510         0.3         3.3         0.2
84511         0.3         5.9        -0.6
84512         0.3         4.7        -0.3
84513         0.3         5.0         0.1
84514         0.3         5.8         0.4
84515         0.3         4.2         0.0
84516         0.3         3.0         0.2
84517         0.1        73.6         1.3
84518         0.3         4.5        -0.1
84519         0.3         3.4         0.1
84520         0.3         2.5        -0.0
84521         0.3         4.0        -0.2
84522         0.3         5.8        -0.2
84523         0.3         4.5        -0.2
84524         0.3         3.4         0.2
84525         0.3         4.3        -0.3
84526         0.3         2.6        -0.2
84527         0.3         4.4        -0.5
84528         0.3         2.5        -0.1
84529         0.3         3.9        -0.5
84530         0.3         5.4        -0.2
84531         0.3         4.4         0.3
84532         0.3         4.2         0.3
84533         0.3         3.0         0.4
84534         0.3         5.3        -0.4
84535         0.3         5.3         0.1
84536         0.3         7.4        -0.5
84537         0.3         5.8         0.5
84538         0.3         4.1        -0.4
84539         0.3         6.1         0.3
84540         0.3         6.7         0.3
84541         0.3         3.8        -0.1
84542         0.3         3.5        -0.4
84543         0.3         3.3         0.5
84544         0.3         4.7        -0.1
84545         0.3         3.5         0.1
84546         0.3         3.4        -0.1
84547         0.3         4.8        -0.0
84548         0.3         2.7         0.2
84549         0.3         2.7        -0.1
84550         0.3         3.6         0.2
84551         0.3         3.4         0.1
84552         0.3         4.1         0.1
84553         0.3         4.6         0.1
84554         0.3         4.7        -0.5
84555         0.3         4.5        -0.1
84556         0.3         3.6        -0.4
84557         0.3         4.5        -0.1
84558         0.3         3.5         0.4
84559         0.3         4.7        -0.1
84560         0.3         2.9         0.3
84561         0.3         3.6        -0.1
84562         0.3         2.9        -0.1
84563         0.3         2.7        -0.2
84564         0.3         4.0        -0.4
84565         0.3         4.0         0.0
84566         0.1        75.6         0.9
84567         0.3         2.1         0.0
84568         0.3         3.1         0.0
84569         0.3         5.3         0.4
84570         0.3         2.8        -0.1
84571         0.3         3.0        -0.2
84572         0.3         2.6        -0.2
84573         0.3         4.3         0.1
84574         0.3         2.4         0.0
84575         0.3         2.6        -0.0
84576         0.3         2.6        -0.5
84577         0.1       123.6         1.6
84578         0.1        86.5         1.0
84579         0.1        67.1         0.2
84580         0.3         3.5        -0.7
84581         0.1        91.2         0.8
84582         0.1       160.2         1.8
84583         0.3         3.3        -1.0
84584         0.3         2.8        -1.0
84585         0.1       117.2         1.0
84586         0.1       148.4         1.1
84587         0.1        70.9        -0.2
84588         0.1       137.0         1.1
84589         0.1        59.8        -0.4
84590         0.3         3.7        -0.9
84591         0.2       275.0         2.8
84592         0.3         4.7        -1.5
84593         0.3         5.0        -1.6
84594         0.3         4.7        -1.7
84595         0.1        86.6        -0.1
84596         0.3         3.7        -1.3
84597         0.1        60.2        -0.1
84598         0.3         3.8        -1.1
84599         0.1       119.5         1.1
84600         0.1        58.8         0.1
84601         0.1        68.1         0.2
84602         0.1        76.9         0.5
84603         0.3         3.1        -1.1
84604         0.3         3.2        -0.6
84605         0.3         3.6        -0.5
84606         0.2       184.0         2.3
84607         0.1        71.6         0.6
84608         0.1       144.9         1.9
84609         0.1        59.0         0.5
84610         0.1       142.6         1.8
84611         0.1        62.3         0.1
84612         0.1        55.8         0.2
84613         0.3         4.2        -1.1
84614         0.1        80.6        -0.1
84615         0.3         4.3        -1.1
84616         0.3         3.9        -1.1
84617         0.3         3.7        -1.1
84618         0.1        68.5        -0.0
84619         0.1       124.8         0.6
84620         0.1        60.7         0.0
84621         0.1        54.5         0.1
84622         0.1        69.7         0.3
84623         0.1       142.5         1.3
84624         0.3         4.2        -1.3
84625         0.3         3.0        -0.8
84626         0.1        75.3         0.1
84627         0.1        56.0         0.1
84628         0.3         4.1        -1.3
84629         0.1        88.2        -0.0
84630         0.1        71.7         0.1
84631         0.3         3.2        -0.7
84632         0.1        65.3         0.2
84633         0.1        66.1        -0.1
84634         0.1        52.0         0.3
84635         0.2       223.5         2.6
84636         0.1        57.0         0.5
84637         0.1        64.3         0.3
84638         0.3         4.1        -1.0
84639         0.1       110.5         0.9
84640         0.3         4.4        -1.1
84641         0.1       112.3         1.4
84642         0.3         4.0        -1.1
84643         0.2       190.7         2.0
84644         0.3         4.1        -1.0
84645         0.1       126.3         0.6
84646         0.1       112.2         0.7
84647         0.1        73.7        -0.2
84648         0.3         2.8        -0.7
84649         0.1        64.3        -0.1
84650         0.1        84.2        -0.4
84651         0.3         3.6        -1.3
84652         0.1        80.5        -0.2
84653         0.1        52.8        -0.3
84654         0.1        60.0         0.2
84655         0.1        66.9        -0.3
84656         0.3         3.9        -1.1
84657         0.1        54.2        -0.0
84658         0.1        65.3         0.4
84659         0.3         4.1        -1.1
84660         0.3         3.4        -0.5
84661         0.2       129.1         1.4
84662         0.1        88.6         0.6
84663         0.1        68.0         0.3
84664         0.3         3.8        -1.0
84665         0.3         4.1        -1.0
84666         0.3         3.1        -0.4
84667         0.1       110.2         1.1
84668         0.1        86.6         0.2
84669         0.1        69.6         0.5
84670         0.1       109.2         1.6
84671         0.2       130.2         1.5
84672         0.3         3.5        -0.4
84673         0.3         4.6        -0.4
84674         0.3         6.2        -0.6
84675         0.3         4.6        -0.4
84676         0.3         6.1        -0.5
84677         0.3         6.1        -0.6
84678         0.3         4.0        -0.7
84679         0.1        57.3         0.7
84680         0.3         5.3        -0.6
84681         0.1       112.9         1.4
84682         0.1        65.5         0.1
84683         0.1        60.0         0.8
84684         0.3         4.3        -1.0
84685         0.3         3.7        -0.6
84686         0.3         4.7        -0.4
84687         0.3         3.4        -0.6
84688         0.1       116.1         0.8
84689         0.3         2.9        -0.6
84690         0.1        52.4         0.6
84691         0.1        61.7         0.5
84692         0.3         4.3        -0.3
84693         0.3         4.2        -1.1
84694         0.3         4.9        -0.7
84695         0.2        51.5         0.3
84696         0.3         3.4        -0.6
84697         0.1        48.8         0.4
84698         0.1        54.6         0.4
84699         0.1        67.9         0.9
84700         0.1        47.4         0.4
84701         0.1        53.1         0.4
84702         0.3         4.7        -0.5
84703         0.3         5.0        -0.9
84704         0.3         6.8        -0.6
84705         0.3         3.3        -0.7
84706         0.1        66.3         0.5
84707         0.3         3.6        -0.6
84708         0.3         3.2        -0.2
84709         0.3         3.8        -0.0
84710         0.1        61.2         0.6
84711         0.3         4.9        -0.2
84712         0.3         3.1        -0.6
84713         0.1        50.5         0.9
84714         0.3         1.9        -0.1
84715         0.3         4.8        -0.1
84716         0.3         4.3        -0.4
84717         0.3         4.4        -0.4
84718         0.3         4.8         0.0
84719         0.3         2.6        -0.2
84720         0.1        55.7         1.0
84721         0.1        52.5         0.9
84722         0.1       116.2         1.5
84723         0.1        63.9         0.6
84724         0.3         5.1        -0.6
84725         0.3         2.8        -0.6
84726         0.3         2.2        -0.6
84727         0.1        56.7         0.4
84728         0.1        45.7        -0.0
84729         0.3         4.1        -1.1
84730         0.1        46.9         0.0
84731         0.1        48.7        -0.1
84732         0.1        96.0         0.9
84733         0.1        51.6        -0.1
84734         0.3         4.3        -0.4
84735         0.3         2.9        -0.5
84736         0.3         2.9        -0.5
84737         0.3         4.6        -0.5
84738         0.1       111.9         1.3
84739         0.1        46.3         0.0
84740         0.1        50.8         0.2
84741         0.3         3.7        -0.8
84742         0.1        52.9         0.3
84743         0.3         4.0        -1.0
84744         0.3         3.1        -0.1
84745         0.1        48.4         0.6
84746         0.3         5.1        -0.5
84747         0.3         2.0         0.1
84748         0.3         5.1        -0.4
84749         0.3         4.0        -0.2
84750         0.3         3.9        -0.5
84751         0.3         3.3        -0.3
84752         0.2       166.0         2.1
84753         0.1        50.3         0.9
84754         0.3         1.9         0.0
84755         0.3         3.9        -0.5
84756         0.3         4.6        -0.5
84757         0.3         3.0        -0.3
84758         0.1        58.4         0.6
84759         0.1       103.5         1.1
84760         0.1        48.8         0.5
84761         0.3         2.5        -0.6
84762         0.3         3.0        -0.5
84763         0.3         3.4        -0.5
84764         0.3         3.5        -0.6
84765         0.1        42.6         0.4
84766         0.3         4.8        -1.0
84767         0.3         3.4        -0.9
84768         0.3         5.7        -0.9
84769         0.3         2.3        -0.6
84770         0.2         5.8        -0.8
84771         0.3         4.0        -0.7
84772         0.3         3.6        -0.7
84773         0.1        96.7         1.3
84774         0.3         2.4        -0.5
84775         0.3         4.4        -0.3
84776         0.1        81.1         1.0
84777         0.3         2.7        -0.1
84778         0.3         5.3        -0.2
84779         0.1       219.0         2.4
84780         0.3         2.0         0.3
84781         0.1        83.9         0.7
84782         0.1       120.9         0.7
84783         0.1        76.8         0.9
84784         0.1       184.7         2.1
84785         0.3         5.0        -0.8
